name,brand,price,rating,reviews,link,search_query,image_url,description,availability,loyaltypoints
U.S. POLO ASSN.,U.s.,2639,4,260,https://www.amazon.in/U-S-POLO-ASSN-Anders-Sneaker/dp/B0BC7CP9GG/ref=sr_1_46?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-46,Shoes,https://m.media-amazon.com/images/I/41z1VqG135L._SY395_SX395_.jpg,U.S. POLO ASSN. ANDERS Mens OFF WHITE Sneakers-UK62FD22520A01,56,263
Boldfit,Boldfit,999,4.3,138,https://www.amazon.in/Boldfit-Badminton-Shuttle-Marking-Breathable/dp/B0DRKKTSZD/ref=sr_1_47?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-47,Shoes,https://m.media-amazon.com/images/I/41nPYng2PBL._SY395_SX395_.jpg,"These non marking shoes for badminton, volleyball, tennis, cricket, running shoes are built to help in all sports helps to protect against impact, add durable and stability. A mesh upper keeps your feet cool for long hours. Lightweight mesh upper delivers complete breathability.",25,99
Skechers,Skechers,4249,4.3,100,https://www.amazon.in/Skechers-DLites-4-0-Energy-Code-Natural-9/dp/B09XXR3QVR/ref=sr_1_48?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-48,Shoes,https://m.media-amazon.com/images/I/418CRmYjYEL._SX395_SY395_.jpg,Goodyear Rubber Leather Overlay Lace-Up Jogger W Air-Cooled Memory Foam,47,424
ASIAN,Asian,699,3.7,3702,https://www.amazon.in/ASIAN-Captain-13-Running-Walking-Casual/dp/B086631CRF/ref=sr_1_49?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-49,Shoes,https://m.media-amazon.com/images/I/412mlBTMqlL._SY395_SX395_.jpg,"Shipping cost, delivery date and order total including tax shown at checkout.",44,69
Nike,Nike,3030,4.2,27,https://www.amazon.in/NIKE-Revolution-Mens-Running-Shoes/dp/B0D7MPGBQ9/ref=sr_1_52?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-52,Shoes,https://m.media-amazon.com/images/I/31vIP0ErInL._SX395_SY395_.jpg,"Designed for comfortable wear for sports and street style, NIKE is always fun to wear. Upgrade in style with a wide range from the worlds leading and much-loved sports brand, NIKE.",90,303
adidas,Adidas,1433,4,6499,https://www.amazon.in/Adidas-Clinch-X-Running-Black-10-10/dp/B08FZJJ91Z/ref=sr_1_53?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-53,Shoes,https://m.media-amazon.com/images/I/41wWvZxkW8L._SX395_SY395_.jpg,Upper Mesh upper for lightweight and breathability. Midsole lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces.,92,143
SPARX,Sparx,909,4.1,5277,https://www.amazon.in/Sparx-SM-648-Golden-Running-SX0648GBKGO0008/dp/B08K9Q9HYW/ref=sr_1_54?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-54,Shoes,https://m.media-amazon.com/images/I/41VSl+892YL._SX395_SY395_.jpg,Introducing SM 648 from our range of Sparx Athliesure Shoes for Men. These fashion shoes blend style and functionality seamlessly. SM 648 stands out from our entire collection of Sparx Shoes for Men since these sports shoes offer an excellent EVA sole which allows for favourable flexibility.,73,90
Centrino,Centrino,849,3.6,11469,https://www.amazon.in/Centrino-Mens-Brown-Sneakers-10-3322-02/dp/B07QS8ZR41/ref=sr_1_55?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-55,Shoes,https://m.media-amazon.com/images/I/41TyW6QGcNL._SX395_SY395_.jpg,About Centrino At Centrino strives to put our consumers at the heart of everything we do. Centrino aims to help you dress in your own unique upgraded style. So keep shopping and flaunt your style.,74,84
Campus,Campus,1249,3.9,4540,https://www.amazon.in/Campus-Terminator-D-Gry-Running-Shoes/dp/B095SZKM4Z/ref=sr_1_56?dib=eyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE&dib_tag=se&keywords=Shoes&qid=1741428293&sr=8-56,Shoes,https://m.media-amazon.com/images/I/41kDogsaPdL._SY395_SX395_.jpg,"Campus shoes suitable for outdoor, casual and sports. Allow your pair of shoes to air and de-odorize on a regular basis. A classy range of footwears that compliments your modern style statement Style with your casual dress to complete your look.",77,124
BRUTON,Bruton,498,3.3,30,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTU3NjkyNzczMDg1Njk4OjE3NDE0MjgyOTM6c3BfYnRmOjMwMDM0OTc5NjM3MDgzMjo6MDo6&url=%2FBRUTON-Casual-Walking-Training-Sneaker%2Fdp%2FB0BNBHJZW5%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE%26dib_tag%3Dse%26keywords%3DShoes%26qid%3D1741428293%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Shoes,https://m.media-amazon.com/images/I/51-g38bum1L._SY395_SX395_.jpg,"Trivial  Breathable High-class design and durable materials every step feels bright and blustery. Breathable, free-moving fabrics which adjust according to your foot  makes a remarkably easy-going knowledge. Non-Slip  Shockproof Unlimited engineering strikes a balance in style, made in the potent design and latest style trends. Made for long-term wear, with extra importance on providing cushion to the feet, removing heel anxiety. Ease Sole  Flexible Walk The outsoles are made by a mid-air cushion, doubling the effect of shock preoccupation. Besides, these shoes perform excellent in durability and are also slip resistant. It provides push cushioning comfort for foot pain break and helps relieve weight while conforming to your every step",56,49
ASIAN,Asian,999,3.7,8404,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTU3NjkyNzczMDg1Njk4OjE3NDE0MjgyOTM6c3BfYnRmOjMwMDE4ODg4MzY1ODgzMjo6MDo6&url=%2FASIAN-Light-First-Walker-Shoes%2Fdp%2FB09C4PR6RN%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.kAMSy2ACxJMhQ2Cj2PGrOP6keKhDQQCIEPzkZrSc1yJ8DTn8MArFeIbOEMrXSCvXN0Ve2uG7U89HoeeXnxltTyAEXRNTP60sSukO_MkESzXKndPSl0lbDbVfRD-KwKEkBat3IKI5h97dNQ0EBn9Ha3b0x7CH9lb0CV-UaXweifJbyuLnG818ao8yT48WewWNQQPAy_Ye2_9RYQRinMAjAgCKK8RYSxETU5nd9Vqw2MDVPWTfOONynrIKPpqL8l0Y2asyVOu3YC09YpE9WPIVMv7u-ZbRdMFvhAR8We5-gNw.WJeFHwldu74VfvrFu5U7yb4bnGTqKED49PEXee46SJE%26dib_tag%3Dse%26keywords%3DShoes%26qid%3D1741428293%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Shoes,https://m.media-amazon.com/images/I/41v3hh69u1L._SY395_SX395_.jpg,"Shipping cost, delivery date and order total including tax shown at checkout.",41,99
ASIAN,Asian,799,3.8,1810,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MDQ3NzcwOTA1NTI1NDk6MTc0MTQyODYyMDpzcF9hdGZfbmV4dDozMDA0OTcyNjA1OTUxMzI6OjA6Og&url=%2FASIAN-Delta-21-Running-Shoes-Casual%2Fdp%2FB09RXVWN5B%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA%26dib_tag%3Dse%26keywords%3DShoes%26qid%3D1741428620%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Shoes,https://m.media-amazon.com/images/I/31AMls+L8+L._SY395_SX395_.jpg,Similar item with fast delivery ASIAN Mens Running Shoes for Men I Sport Shoes for Boys with Eva Sole for Extra Jump I Casual Shoes for Men Delta-21 3.8 out of 5 stars 1810 799.00,52,79
ASIAN,Asian,599,3.9,103356,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MDQ3NzcwOTA1NTI1NDk6MTc0MTQyODYyMDpzcF9hdGZfbmV4dDozMDA0OTcyNjA1OTQ2MzI6OjA6Og&url=%2FASIAN-Wonder-Firozi-Sports-Indian%2Fdp%2FB01MTQ5M7B%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA%26dib_tag%3Dse%26keywords%3DShoes%26qid%3D1741428620%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Shoes,https://m.media-amazon.com/images/I/41xDwuBHfOL._SY395_SX395_.jpg,"Lightweight  Breathable Exclusive design and durable materials every step feels light and breezy. Breathable, free-moving fabrics which adjust according to your foot and creates an astoundingly easy-going experience. Non Slip  Shockproof  Great engineering strikes a balance in style, made in the potent design and latest fashion trends. Made for long-term wear, with extra emphasis on providing cushion to the feet, removing heel strain. Comfort Sole  Flexible Walk  The outsoles are made by an air cushion, doubling the effect of shock absorption. Besides, these shoes perform excellent in durability and are also slip resistant. It provides push cushioning comfort for foot pain relief and helps relieve pressure while conforming to your every step",44,59
Nike,Nike,3904,3.7,290,https://www.amazon.in/Nike-Downshifter-13-Midnight-Platinum-Black-White-7Uk-Running/dp/B0CSKQQQ9F/ref=sr_1_53?dib=eyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA&dib_tag=se&keywords=Shoes&qid=1741428620&sr=8-53,Shoes,https://m.media-amazon.com/images/I/41axs-BB38L._SX395_SY395_.jpg,"Designed for comfortable wear for sports and street style, NIKE is always fun to wear. Upgrade in style with a wide range from the worlds leading and much-loved sports brand, NIKE.",80,390
Puma,Puma,3434,4,30,https://www.amazon.in/Puma-Unisex-Adult-White-Intense-Red-Gum-Sneaker/dp/B0CP48KX28/ref=sr_1_54?dib=eyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA&dib_tag=se&keywords=Shoes&qid=1741428620&sr=8-54,Shoes,https://m.media-amazon.com/images/I/31esCkg9XDL._SY395_SX395_.jpg,"Product Story Take to the streets in retro style. These football-inspired kicks deliver superior cushioning for all-day comfort. With PUMA branding and a geometric outsole, make a statement and turn heads. Step into the Turino II, lace up and get ready to score. FEATURES  BENEFITS The upper of the shoes is made with at least 20 recycled materials SOFTFOAM Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel DETAILS Regular fit Synthetic upper Mesh lining Lace closure Synthetic midsole Rubber outsole PUMA branded woven label on the tongue",2,343
SPARX,Sparx,909,4.1,5277,https://www.amazon.in/Sparx-SM-648-Golden-Running-SX0648GBKGO0008/dp/B08K9Q9HYW/ref=sr_1_56?dib=eyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA&dib_tag=se&keywords=Shoes&qid=1741428620&sr=8-56,Shoes,https://m.media-amazon.com/images/I/41VSl+892YL._SX395_SY395_.jpg,Introducing SM 648 from our range of Sparx Athliesure Shoes for Men. These fashion shoes blend style and functionality seamlessly. SM 648 stands out from our entire collection of Sparx Shoes for Men since these sports shoes offer an excellent EVA sole which allows for favourable flexibility.,85,90
ATHCO,Athco,699,3.9,959,https://www.amazon.in/ATHCO-Akron-Running-Shoes_10-ATHST-15/dp/B0CMJDBXL9/ref=sr_1_57?dib=eyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA&dib_tag=se&keywords=Shoes&qid=1741428620&sr=8-57,Shoes,https://m.media-amazon.com/images/I/41nDSe4PLsL._SY395_SX395_.jpg,"BHARATS Own BRAND FOR ENTIRE BHARAT ATHCO Brand is created for never dying attitude individuals to RISE ABOVE ALL. Our all the shoes with MEMORY FOAM technology which will give wearer superior comfort while performing any kind of multifunctional activity like- Running, Walking, Gym, Casual wear, Daily wear. As a core values we are committed to provide best product to our consumers  keeping consumers in our mind we have infused below attributes in our all the products to perform best at all conditions. Upper  lining Material - We are using extremely superior upper  lining material which gives user entire day out comfort. Our upper materials are breathable, skin friendly, soft feel, snug fit to perform best in all kind of activities. Sole Material - Our light weight soles are fully flexible with bouncy in nature which will allow you to stand day long at your task  you can also walk many miles without feeling fatigue or Pain at your heel  calf area. These great flexible shoes help you to perform well  allow your best foot forward to safeguard you from any kind of sudden jerk or injuries. In-Socks Material - We have used best MEMORY FOAM 8 mm thickness  80 density foam technology to provide you day long comfort. Our in-socks features will allow you to walk easy, run easy  gym easy. It will absorb shock to optimise the comfort at heel area. ATHCO Brand is from the house of 25 Year old shoe Manufacturer of National Brands. Brand truly believes in delivering high performance  super most comfortable footwear to the consumers at an affordable price for all day wear. Our products are designed to give an extraordinary experience to our customers both aesthetically as well as technically. We strongly believe to providing right mix of fashion, aesthetics with comfort to our customers. Our Team is extremely grateful to all the customers who motivate us on daily bases by buying our products.",50,69
Boldfit,Boldfit,999,4.3,221,https://www.amazon.in/Boldfit-Lightweight-Ergonomic-Practise-Training/dp/B0D2H3ZSX2/ref=sr_1_58?dib=eyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA&dib_tag=se&keywords=Shoes&qid=1741428620&sr=8-58,Shoes,https://m.media-amazon.com/images/I/411Uoh7FfeL._SX300_SY300_QL70_FMwebp_.jpg,"BREATHABLE MESH CONSTRUCTION Our cricket shoes for boys are constructed using high-quality breathable mesh material. This innovative fabric allows air to circulate freely, keeping your feet cool and comfortable throughout long matches or training sessions. Say goodbye to sweaty feet and hello to enhanced performance on the field. The breathable mesh material conforms to the shape of your foot, providing a snug and secure fit without feeling restrictive. LIGHTWEIGHT DESIGN We understand the importance of agility and mobility in cricket. Thats why our men shoes sports are designed to be lightweight, providing you with the freedom to move swiftly across the field. The breathable mesh material contributes to the overall lightweight construction, reducing fatigue and allowing you to focus on your game. Built to withstand the rigors of cricket, our shoes are crafted with durability in mind. the mesh material also offers enhanced ventilation. COMFORTABLE CUSHIONING FOR LONG-LASTING COMFORT Experience unmatched comfort during long hours on the field with our cricket shoes for mens cushioned midsoles and insoles. Designed to absorb shock and reduce impact, these shoes provide optimal support and cushioning to minimize fatigue and discomfort, ensuring you stay focused and comfortable throughout the game. MOISTURE-WICKING PROPERTIES Stay dry and focused on the game with our cricket men sports shoes moisture-wicking properties. The breathable mesh material actively wicks away sweat and moisture from the skin, keeping your feet feeling fresh and dry even during intense gameplay. Say goodbye to discomfort caused by dampness and hello to peak performance on the cricket pitch. SECURE FIT FOR OPTIMAL STABILITY Our cricket mens shoes sports are designed for versatile performance across all aspects of the game. Whether youre a batsman, bowler, or all-rounder, our sport shoes provide the comfort, support, and traction you need to excel in your role. Dominate the field with confidence and play your best cricket in shoes that are engineered for success.  See more product details",69,99
Bata,Bata,1377,3.8,152,https://www.amazon.in/Bata-Cloud-Black-Shoe-8516124/dp/B0CHRZXS59/ref=sr_1_59?dib=eyJ2IjoiMSJ9.R78xZJshVZTPAxfKk3ad02so-Ri9qgkjlFGYup7aHiOX6rOTB70u3xBH9Vtit4yh_RaxTdVgo55FGJ-uL-GqpM8G32TD4wZfEm-Xr06iqAy8tm6W3MOp8f-uO5P1PAPX4indEh--h_mVYBm1xOZtiVIu2q0H79kae4MoSUhKCsIoGYfFUwY1bwDYwsND3-yA7jJuJhGTcxaO6xLnVjCKS2XBcbC39BDPwa8g7mZ3LGp4_aq6dngglfCDkFZRhziVbYRCJoXH021D7Tn9WqijIpnvlZKH2unn_NfRuGEakRo.KE33NmwPPSm6sT4uIH__CFmmRFAHhN97Ix-IAkKK6OA&dib_tag=se&keywords=Shoes&qid=1741428620&sr=8-59,Shoes,https://m.media-amazon.com/images/I/41urmVtgFrL._SX395_SY395_.jpg,Look effortlessly stylish by wearing this pair of Footwear featuring an eye-catching design and a refined appeal. A perfect choice to flaunt a classy style wherever you go.,37,137
