name,brand,price,rating,reviews,link,search_query,image_url,description,availability,loyaltypoints
"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",LG,25990,4.2,4113,https://www.amazon.in/LG-Inverter-Frost-Free-Refrigerator-GL-I292RPZX/dp/B08X72GY5Q/ref=sr_1_34?dib=eyJ2IjoiMSJ9.wxnw8InmSaX1zpffrFMx3WAv9VFOOz1g_qOoz3Chk9-kvC5GiHMVwHJalXgABdeV2mDZex1le-SgwJVtlsE48owVCfySZCFR2eJ-GVmamlyJ_yhfkCttSNquOo7YzAXLS-t-pzV2Q2cDyowA3Wy-090bgLh8vZ3XvqWnlkXpiCsCswfG5NxbiAcRPfkThoCjm5xHorhqjf7y9J6BRSQDmzkISgKKP8n_8kAIHk9BIlk.5h0cSPbjQNv1eR8MN4UUTYdFFFW7YayleqtYRJPBpzQ&dib_tag=se&keywords=Fridge&qid=1741429655&sr=8-34,Fridge,https://m.media-amazon.com/images/I/31D65qgd9cL._SY445_SX342_QL70_FMwebp_.jpg,About this item Frost Free Double Refrigerator Less than 300 L Auto defrost function to prevent ice-build up Capacity 242 ltrs Suitable for families with 2 to 3 members I freezer capacity 63 L fresh food capacity 179 L Energy Rating 3 Star - energy efficiency Manufacturer warranty 1 year on product 10 years on compressor TC Smart inverter compressor energy efficient less noise  more durable Storage or Interior description Shelf Type- Trimless Tempered Glass  adjustable shelves No. of shelves 03 Temperature Control- Knob I Micom Vegetable tray with 29.1 ltr. Capacity Movable Double Twist 12 Ice cubes tray Tray Egg Transparent Door Basket Door Basket No Full Size  Half Size Nos.  RL  RH - 22 Anti-bacterial gasket Anti Rat Bite Cover Included in the box 1 Refrigerator Unit 1 User Manual Warranty Card Special Features Offers you more space to suit your needs Smart diagnosis- is a fast and easy way to troubleshoot issues Smart Connect- helps connect your refrigerator to home inverter Deodorizer Brand specific features Multi-Air Flow cooling system- maintains optimal humidity and temperature levels so your food stays fresher for longer Anti-Bacteria Gasket prevents the entry and build-up of fungi and bacteria inside the refrigerator Works Without Stabilizer 100310V Chiller- Shelf RU Handle Type- Royale Item Dimensions  Weight 58.5 x 66.9 x 147.553 Wcm X Dcm X HcmNet Weight kg Show More  See more product details,20,2599
"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE CLS 2S SHERRY WINE-Z, Red)",Whirlpool,11790,4,1152,https://www.amazon.in/Whirlpool-Refrigerator-205-WDE-CLS/dp/B0BSRW3N14/ref=sr_1_35?dib=eyJ2IjoiMSJ9.wxnw8InmSaX1zpffrFMx3WAv9VFOOz1g_qOoz3Chk9-kvC5GiHMVwHJalXgABdeV2mDZex1le-SgwJVtlsE48owVCfySZCFR2eJ-GVmamlyJ_yhfkCttSNquOo7YzAXLS-t-pzV2Q2cDyowA3Wy-090bgLh8vZ3XvqWnlkXpiCsCswfG5NxbiAcRPfkThoCjm5xHorhqjf7y9J6BRSQDmzkISgKKP8n_8kAIHk9BIlk.5h0cSPbjQNv1eR8MN4UUTYdFFFW7YayleqtYRJPBpzQ&dib_tag=se&keywords=Fridge&qid=1741429655&sr=8-35,Fridge,https://m.media-amazon.com/images/I/3115JIW2htL._SX342_SY445_QL70_FMwebp_.jpg,"About this item Single door refrigerator with Insulated Capillary Technology technology Capacity 184 liters for families with 2-3 members Energy Rating - 2 Star energy efficiency 1 year product warranty and 10 year compressor warranty Insulated Capillary Technology-In Insulated Capillary Technology, the capillary which carries the refrigerant from the compressor to the freezer is surrounded by super cold gas leading to benefits such better compressor efficiency, faster cooling and 9 Hours cooling retention in the refrigerator. Special Feature - Stabilizer free operations even in high voltage fluctuations between 95V-300V Brand Specific Features - Pedestal For Extra Storage, Jumbo Storage Up To 3, 2L Bottle Storage, Insulated Capillary Technology, Auto Connect To Home Inverter, Large Vegetable Crisper, Honey Comb Lock In Technology  Quick Chill Zone Storage  Interior Description-Fresh food capacity  169.2 Ltr  Freezer capacity  14.3 Ltr  Total no of drawers  4, shelves  2  Shelf Type  Toughened glass shelves  Anti bacterial gasket Item Dimensions  Weight  60.5 x 53.5 x 118.8 Centimeters  Weight  33.4Kg In Box  1 Refrigerator,âŽ1 Egg Tray, 1 Ice Tray, 1 Instruction Manual, 1 Key  Show More  See more product details",70,1179
"VANTRO 10L Portable Fridge Model :: R10 Cooler and Warmer For Car & Home, for Cosmetics, Beverage & Food, Thermoelectric Cooler & Warmer 220V AC/12V DC",Vantro,5699,4.2,156,https://www.amazon.in/VANTRO-Portable-Fridge-Model-Thermoelectric/dp/B0CVXRL135/ref=sr_1_36?dib=eyJ2IjoiMSJ9.wxnw8InmSaX1zpffrFMx3WAv9VFOOz1g_qOoz3Chk9-kvC5GiHMVwHJalXgABdeV2mDZex1le-SgwJVtlsE48owVCfySZCFR2eJ-GVmamlyJ_yhfkCttSNquOo7YzAXLS-t-pzV2Q2cDyowA3Wy-090bgLh8vZ3XvqWnlkXpiCsCswfG5NxbiAcRPfkThoCjm5xHorhqjf7y9J6BRSQDmzkISgKKP8n_8kAIHk9BIlk.5h0cSPbjQNv1eR8MN4UUTYdFFFW7YayleqtYRJPBpzQ&dib_tag=se&keywords=Fridge&qid=1741429655&sr=8-36,Fridge,https://m.media-amazon.com/images/I/21cB7XFEC0L._SY445_SX342_QL70_FMwebp_.jpg,"About this item Practical and Stylish The compact fridge has a futuristic aesthetic, plenty of features, and a low-noise system. The upgraded Vantro 10L Skincare Fridge is the first choice for bedrooms, offices, dormitories, trips and more. Suitable Capacity Its upgraded interior readily stores up to 8355ml cans or 420oz bottles of water. The detachable shelf lets you easily store beverages, cosmetics, and foods at varying heights. Warming and Cooling Functions Cools up to 32-4018-22 below ambient temperature, keeps warm up to 150F 66C. With upgraded technology like an enhanced refrigeration chip and improved insulation, the Vantro mini fridge delivers superior temperature control and performance. NOTE The refrigerator needs to be powered on to actively cool. In order to ensure efficient cooling, avoid frequently opening the doors. Home  Car Use Includes 2 power cords, 1 AC and 1 DC. Connect the 220V AC power cord to any standard wall outlet for easy at-home use. For use on the go, connect the 12V DC power cord to a vehicle cigarette lighter. Make your trip more convenient!To ensure the safety of electricity, this product is only used in countries and regions with 220v voltage. Intuitive Design Unique silicone pads on the base prevent slippage, while the hidden hinges protect against scratches. This design makes the fridge easier to handle while protecting furniture and vehicles. NOTE If the door doesnt snap shut when closed, press the handle to fully secure it. After Sales Service In case of any complaints or queries, get in touch with our Customer support team  See more product details",52,569
"Haier 190 L, 2 Star, Direct-Cool Single Door Refrigerator (HED-202RS-P, Red Mono)",Haier,11990,3.5,80,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODExMTMxOTY4MDk2NDAyOjE3NDE0Mjk2NTU6c3BfYnRmOjMwMDM0NjgwNjgyMDQzMjo6MDo6&url=%2FHaier-2-Star-Direct-Refrigerator-HED-202RS-P%2Fdp%2FB0CT5JVXT2%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.wxnw8InmSaX1zpffrFMx3WAv9VFOOz1g_qOoz3Chk9-kvC5GiHMVwHJalXgABdeV2mDZex1le-SgwJVtlsE48owVCfySZCFR2eJ-GVmamlyJ_yhfkCttSNquOo7YzAXLS-t-pzV2Q2cDyowA3Wy-090bgLh8vZ3XvqWnlkXpiCsCswfG5NxbiAcRPfkThoCjm5xHorhqjf7y9J6BRSQDmzkISgKKP8n_8kAIHk9BIlk.5h0cSPbjQNv1eR8MN4UUTYdFFFW7YayleqtYRJPBpzQ%26dib_tag%3Dse%26keywords%3DFridge%26qid%3D1741429655%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Fridge,https://m.media-amazon.com/images/I/31biQATw6DL._SY445_SX342_QL70_FMwebp_.jpg,"About this item Direct Cool Refrigerator Stylish single door refrigerator with modern red steel pattern. Enjoy powerful cooling of this fridge that can last longer. Capacity 190 Litres Refrigerator This single door fridge is suitable for families with 2 to 3 members or bachelors  Freezer capacity 14 Ltr, Fresh food capacity 176 Ltr. Energy Rating 2 Star Refrigerator - Energy Efficiency  Annual Energy Consumption 194 KWH. Manufacturer Warranty This single door fridge comes with a 1 year comprehensive warranty on product and a 10 years warranty on the compressor. Compressor With Cooling Technology Compressor of this single door refrigerator provides greater energy efficiency, less noise and long-lasting performance, backed up by 10 years warranty. Interior Description Single Door Fridge with Fresh Food Capacity  176 Ltr  Freezer Capacity  14 Ltr  Total no. of compartments  1  Shelves  2  Vegetable Drawers  1  Shelf Type  Toughened Glass Shelves  Refrigerator with Anti Bacterial Gasket. Special Features Refrigerator with Diamond Edge Freezing Technology  Stabilizer Free Operation 135v - 290v  Recess Handle  Lock  Key  Fridge that Auto Connects to Home Inverter  Anti Bacterial Gasket. Additional Features Easy Clean Back  Large Vegetable Crisper  Single Door Fridge with Big Bottle Guard can store upto 4 bottles  LED Light  Easy Manual Defrosting Refrigerator. Item Dimensions WxHxDmm 530x1158x625 mm  Fridge Net Weight 31 kg. Included In The Box 1 Single Door Refrigerator Unit, Egg Tray, Ice Tray, User Manual, Warranty Card, Keys. Show More  See more product details",73,1199
"Samsung Galaxy M06 5G (Sage Green, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger",Samsung,11499,0,0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzUzNzI4NjUwNTczNDg5OjE3NDE0MTcxMjc6c3BfYXRmOjMwMDQ5OTMxOTQ3NTEzMjo6MDo6&url=%2FSamsung-MediaTek-Dimensity-Charging-Upgrades%2Fdp%2FB0DX655V11%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1741417127%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,smartphone,https://m.media-amazon.com/images/I/41t2lXG0zLL._SX300_SY300_QL70_FMwebp_.jpg,"About this item Monster Processor - Segments Leading MediaTek Dimensity 6300  AnTuTu score 422K  Latest Android 15 Operating System having One UI 7.0 platform  2.4GHz, 2GHz Clock Speed with Octa-Core Processor Monster 5G Experience - Complete 5G experience with 12 5G Bands  All Network Support  CA  Faster Download  Upload Speed Monster Design  Camera - Refreshing design with new Linear camera deco Slimmer with just 8.0 mm thickness  50MP F1.8 Main Wide Angle Camera  2MP Depth Camera  8MP F2.0 Selfie Camera  Video Maximum Resolution of FHD 1920 x 1080 30fps Monster Convenience  Security - Knox Security  Get segments leading 4 Generations of AndroidOS Upgrades  4 Years of Security Updates Monster Battery  Charging - Get a massive 5000mAh Lithium-ion Battery Non-Removable with Segment leading Fast Charging 25W Support  See more product details",93,1149
"Samsung Galaxy M16 5G (Mint Green, 4GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger",Samsung,12499,0,0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzUzNzI4NjUwNTczNDg5OjE3NDE0MTcxMjc6c3BfYXRmOjMwMDQ5NzIzNzQ4MDYzMjo6MDo6&url=%2FSamsung-MediaTek-Dimensity-Charging-Upgrades%2Fdp%2FB0DX6QQMGK%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1741417127%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,smartphone,https://m.media-amazon.com/images/I/41eWPbOGkFL._SX300_SY300_QL70_FMwebp_.jpg,"About this item Monster Processor - Powerful MediaTek Dimensity 6300  AnTuTu score 422K 2.4GHz, 2GHz Clock Speed with Octa-Core Processor Monster Display  Design  16.91 Centimeters 6.7Inch Super AMOLED Display, FHD Resolution with 1080 x 2340 Pixels and 90Hz Refresh Rate  Refreshing design with new Linear camera deco Slimmer with just 7.9 mm thickness Monster Convenience  Security - Samsung Wallet with Tap  Pay  Knox Security  Get segments leading 6 Generations of AndroidOS Upgrades  6 Years of Security Updates Monster Camera - 50MP F1.8 Main Wide Angle Camera  5MP F2.2 Ultra Wide Angle Camera  2MP Macro Angle Camera 13MP F2.0 Selfie Camera  Video Maximum Resolution of FHD 1920 x 1080 30fps Monster Battery - Get a massive 5000mAh Lithium-ion Battery Non-Removable with C-Type Fast Charging 25W Charging Support  See more product details",85,1249
POCO C61 Ethereal Blue 4GB RAM 64GB ROM,POCO,5899,4,416,https://www.amazon.in/POCO-C61-Ethereal-Blue-64GB/dp/B0CYBLHZPW/ref=sr_1_3?dib=eyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ&dib_tag=se&keywords=smartphone&qid=1741417127&sr=8-3,smartphone,https://m.media-amazon.com/images/I/41YePADa9JL._SX300_SY300_QL70_FMwebp_.jpg,"Processor High performance MediaTek Helio G36,upto 2.2GHz Fast Side fingerprint sensor  Upto 8GB RAM including 4GB Virtual RAM 64GB Storage Display Large 17.04 cm 90Hz dot display with Corning Gorilla Glass 3 protection  500nits peak brightness  180Hz Touch sampling Rate  Camera 8MP AI Dual camera with Google lens, Portrait mode and classic film filters 5MP Front camera  5000mAhtyp battery and 10W charger in-box with USB Type-C  Expandable Storage to upto 1TB with Dedicated MicroSD card Slot  3.5mm headphone jack  Android 14MIUI Dialer",54,589
"OnePlus 12R (Iron Gray, 8 GB RAM, 256 GB Storage)",OnePlus,32999,4.3,5131,https://www.amazon.in/OnePlus-12R-Iron-Gray-Storage/dp/B0CX2L28HH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ&dib_tag=se&keywords=smartphone&qid=1741417127&sr=8-4,smartphone,https://m.media-amazon.com/images/I/41tXf+ETfoL._SY300_SX300_.jpg,"About this item Fast  Smooth for years Snapdragon 8 Gen 2 Mobile Platform, Up to 16GB of LPDDR5X RAM with RAM-Vita - Dual Cryo-velocity VC Cooling System, TÜV SÜD 48-Month Fluency Rating A Pristine Display with Aqua Touch Super-Bright 1.5K LTPO ProXDR Display with Dolby Vision, and a DisplayMate A rating, Intellignent Eye Care certified by TÜV Rheinland, 4500 nits Peak Brightness, Aqua Touch helps you stay swiping, even with wet hands Computational Photography Thats Incomparable RAW HDR Algorithm, 50MP Sony IMX890 Camera and Ultra-wide Camera 112 FoV Sony IMX355, Ultra-Clear Image Quality Our Longest-Lasting Battery Ever 5500 mAh Battery with 100W SUPERVOOC, Paired with our advanced Battery Health Engine for longevity Smoother and more stable connectivity WiFi 7 Ready, Enhanced Wi-Fi, Lower gaming latency, Reduced network recovery time.  See more product details",22,3299
"Nothing Phone (2a) 5G (Black, 8GB RAM, 128GB Storage) | 6.7"" AMOLED Display | 50MP (OIS) + 50 MP | 32 MP Front | Mediatek Dimensity 7200 Pro Processor | Glyph Interface | 45 W Charging 100% in 59 mins",Nothing,19359,4.2,158,https://www.amazon.in/Nothing-Phone-Black-128GB-Storage/dp/B0CX7G9PZ4/ref=sr_1_5?dib=eyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ&dib_tag=se&keywords=smartphone&qid=1741417127&sr=8-5,smartphone,https://m.media-amazon.com/images/I/41o5rDVpGJL._SX300_SY300_QL70_FMwebp_.jpg,"The Nothing Phone 2a redefines smartphone design with its bezel-less display, providing an immersive viewing experience. It is powered by a Snapdragon processor  8GB RAM for smooth performance, whether youre multitasking or gaming. With 128GB of internal storage, expandable up to 1TB, youll have ample space for all your photos, videos,  apps. The 64MP quad-camera setup allows you to capture detailed photos, while the 5000mAh battery ensures long-lasting usage. The phone also features a sleek  ergonomic design, along with enhanced security features such as face recognition  a rear fingerprint sensor. Running on the latest Android 12 operating system, the Nothing Phone 2a offers a smooth user experience,  with 5G connectivity, you can enjoy fast download  upload speeds for seamless streaming  gaming. Nothing Phone 2a mobile was launched on 5th March 2024. The phone comes with a 120 Hz refresh rate 6.70-inch touchscreen display offering a resolution of 1080x2412 pixels FHD at a pixel density of 394 pixels per inch ppi. It comes with 8GB, 12GB of RAM. The Nothing Phone 2a runs Android 14  is powered by a 5000mAh battery. The Nothing Phone 2a supports proprietary fast charging. As far as the cameras are concerned, the Nothing Phone 2a on the rear packs a dual camera setup featuring a 50MP primary camera,  a 50MP camera. It has a single front camera setup for selfies, featuring a 32MP sensor. The Nothing Phone 2a runs Nothing OS 2.5 is based on Android 14  packs 128GB, 256GB of inbuilt storage. The Nothing Phone 2a measures 161.74 x 76.00 x 8.55mm height x width x thickness  weighs 190.00 grams. It was launched in Black  White colours. Connectivity options on the Nothing Phone 2a include Wi-Fi 802.11 abgnac, GPS,  USB Type-C with active 4G on both SIM cards. Sensors on the phone include accelerometer, ambient light sensor, compass magnetometer, gyroscope, proximity sensor,  fingerprint sensor. The Nothing Phone 2a supports face unlock",1,1935
"OnePlus 13 | Smarter with OnePlus AI (12GB RAM, 256GB Storage Black Eclipse)",OnePlus,69998,4.4,575,https://www.amazon.in/OnePlus-Smarter-256GB-Storage-Eclipse/dp/B0DQ8MGRNX/ref=sr_1_6?dib=eyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ&dib_tag=se&keywords=smartphone&qid=1741417127&sr=8-6,smartphone,https://m.media-amazon.com/images/I/41yM82q6IvL._SX300_SY300_QL70_FMwebp_.jpg,"About this item Flagship power made smarter with Qualcomm Snapdragon 8 Elite Mobile Platform  the heart that powers the mind of OnePlus AI. With a faster Neural Engine, an improved CPU and GPU, and a big jump in memory bandwidth. OxygenOS 15 - Experience the power of all-new OnePlus AI. Search smarter, crank up your creativity, and power your productivity for a smoother digital life. 5th-Gen Hasselblad Camera for Mobile combines a flagship 50MP triple camera system  Wide 50MP Sonys LYT-808 with OIS, 3X Triprism Telephoto 50MP and an Ultra-wide 50MP 120 Fov, 12.75 sensor size sensor. The all-new, record-breaking 2K ProXDR Display. Achieving an industry-first DisplayMate A. Open your eyes to a new level of color accuracy, brightness and color depth. Durability meets elegance with an IP69 and IP68 rating  The design is forward-looking and future-proof. Experience the industrys highest levels of water and dust resistance wherever your journey takes you. Ultra-slim OnePlus Silicon NanoStack Battery  Our biggest battery ever, at 6000 mAh. Amp up your power with 100W wired fast charging, delivering up to 100 charge in 36 minutes, 50W wireless fast charging, for up to 50 charge in 34 minutes.  See more product details",46,6999
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",Redmi,8999,4,344,https://www.amazon.in/Redmi-A4-5G-Storage-Charging/dp/B0DLW4QD72/ref=sr_1_7?dib=eyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ&dib_tag=se&keywords=smartphone&qid=1741417127&sr=8-7,smartphone,https://m.media-amazon.com/images/I/41Cd8ElGw8L._SX300_SY300_QL70_FMwebp_.jpg,About this item High performance - Snapdragon 4s Gen 2 5G Processor  Large 17.47cm 120Hz Display  Upto 8GB RAM including 4GB Virtual RAM 128GB Storage  Fast Side fingerprint sensor Display Large 17.47 cm 120Hz Refresh Rate display  600nits peak brightness  240Hz Touch sampling Rate  TUV triple certified eye care protection Camera 50MP Dual camera  5MP Front camera 5160mAhtyp battery with 18W fast charging support and 33W charger in-box with USB Type-C Expandable Storage to upto 1TB with Dedicated MicroSD card Slot  3.5mm headphone jack  Android 14  Side fingerprint sensor Supports 4G 5G SA network  Note  5G NSA not supported  Please check availability of Standalone 5G with your networks provider  See more product details,97,899
"realme GT 6T 5G (Razor Green,8GB RAM+256GB Storage) | India's 1st 7+ Gen 3 Flagship Chipset | 1.5M + AnTuTu Score | 5500mAh+120W | The World's Brightest Flagship Display",Realme,28998,4.3,3370,https://www.amazon.in/realme-Storage-Flagship-Chipset-Brightest/dp/B0D3J7HS89/ref=sr_1_8?dib=eyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ&dib_tag=se&keywords=smartphone&qid=1741417127&sr=8-8,smartphone,https://m.media-amazon.com/images/I/41Pi7EciJqL._SX300_SY300_QL70_FMwebp_.jpg,"About this item Indias 1st 7 Gen 3 Flagship Chipset 1.5M  AnTuTu Score,According to Qualcomms official data, compared with Snapdragon 7 Gen 2, CPU performance is increased by 15 and GPU performance is increased by 45. Top Battery Duo 50 Charge in 10 mins for 1-Day Use 5500mAh120W Gallium Nitride Charger More compact in size for easy portability, with fast heat dissipation, while also offering high efficiency and high power fast charging. Indias Largest Cooling System For your coolest gaming experience,To improve user thermal experience, efforts have been made in heat-generating chip layout and structural contact optimization, achieving a new generation of cooling design effectively reducing temperature rise by 2 degrees on the side, achieving a low-temperature feel on the side frame. This results in a better sensory effect when holding. The Worlds Brightest Flagship Display crystal clear visuals even in sunlight, 1.Uses AI models to analyze users blinking and yawning frequency to identify fatigue, proactively adjusting color temperature and brightness for smart eye protection. 2.Eye Protection Certification SGS AI Eye-Protection Display 3. Special Eye Protection Paper-like eye protection, sleep mode, ambient color adaptation, DC dimming, comprehensive eye protection. Sleep mode After sunset until before sunrise, the screen color temperature automatically adjusts to a warm hue, matching physiological rhythms to aid in sleep. Segments Only 8T LTPO,LTPO technology features adaptive frequency adjustment, allowing for frequency switching based on screen demand, lowering the refresh rate when displaying static content to reduce power consumption. The 8T LTPO technology, with its advanced pixel circuit design, achieves seamless frame rate transition, directly switching refresh rates to reduce flickering.  See more product details",46,2899
"Redmi 13C 5G (Startrail Green,6GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",Redmi,10793,4,12783,https://www.amazon.in/Redmi-Startrail-Storage-MediaTek-Dimensity/dp/B0CNX7BZ7R/ref=sr_1_9?dib=eyJ2IjoiMSJ9.tEk_EJmBkby4Wn4cn9ehFqf-vXmhmicPPX-DZnrAgCked_e7W9N9zKKT5kRAKau1fg6RTzIMUOlQl3Z6H2yM4Jur2mUfT9osfNQ3XUzepHN4wwOFNfwXMjuCpa3LjWXW4e1Yb671RUkhoL-IzcQmtuEzhpZZZ7EFSiMP-STxbcXxCVVNwejNRL-LmdMAn0FO0N4KR0Xxw3Q8eyFT60QSaB8NACSNZoPNJhRY0b3CXpo.WRmRKPRBkrDapoGeHohQQyuaWd_XvVbg5GJsKDdfbTQ&dib_tag=se&keywords=smartphone&qid=1741417127&sr=8-9,smartphone,https://m.media-amazon.com/images/I/41taaTR2KdL._SX300_SY300_QL70_FMwebp_.jpg,"About this item Processor Powerful MediaTek Dimensity 6100 5G SoC  12GB of RAM including 6GB virtual  6.74 HD 90Hz display with Corning Gorilla Glass 3 Protection  50MP AI Dual camera Fast Side fingerprint  5000mAh Battery 6.74 HD 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode 50MP AI Dual camera with Primary sensor of f1.8 4-in-1 super pixel with the following modes Photo  Portrait  Night  Video  50MP mode  Time-lapse  Classic film filters  Frame  HDR  Google lens  Voice Shutter   See more product details",97,1079
